ControlSet,CacheEntryPosition,Path,LastModifiedTimeUTC,Executed,Duplicate,SourceFile
1,156,C:\Windows\system32\notepad.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,157,C:\Windows\system32\narrator.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,158,C:\Windows\system32\msinfo32.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,159,C:\Windows\system32\MdSched.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,160,C:\Windows\system32\magnify.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,161,C:\Windows\system32\iscsicpl.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,162,C:\Windows\system32\dfrgui.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,163,C:\Windows\system32\cleanmgr.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,164,C:\Windows\system32\charmap.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,165,C:\Windows\system32\mstsc.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,166,C:\Program Files (x86)\Windows Media Player\wmplayer.exe,15-09-18 9:08,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,167,C:\Windows\system32\RecoveryDrive.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,168,C:\Windows\system32\control.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,169,C:\Program Files\internet explorer\iexplore.exe,15-09-18 9:08,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,170,C:\Windows\Speech\Common\sapisvr.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,171,C:\Program Files\Common Files\Microsoft Shared\Ink\mip.exe,15-09-18 9:08,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,172,C:\Windows\system32\taskmgr.exe,19-03-19 13:15,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,173,C:\Windows\System32\mobsync.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,174,C:\Windows\system32\WFS.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,175,C:\Windows\system32\msconfig.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,176,C:\Windows\system32\mspaint.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,177,C:\Windows\System32\fsquirt.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,178,C:\Windows\system32\RDSPnf.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,179,C:\Windows\system32\Windows.WARP.JITService.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,180,C:\Program Files\WindowsApps\Microsoft.WindowsStore_11805.1001.49.0_x64__8wekyb3d8bbwe\Application,19-03-19 20:56,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,181,C:\Windows\system32\browser_broker.exe,19-03-19 13:15,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,182,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_17.9330.21365.0_x64__8wekyb3d8bbwe\Application,19-03-19 20:56,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,183,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2018.18051.21218.0_x64__8wekyb3d8bbwe\Application,19-03-19 20:56,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,184,C:\Windows\system32\ApplicationFrameHost.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,185,"0000000b	002c456300010000	000a000045630000	8664	Microsoft.MicrosoftEdge	8wekyb3d8bbwe	",,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,186,C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Application,19-03-19 13:19,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,187,C:\Windows\system32\SettingSyncHost.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,188,C:\Windows\system32\dmclient.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,189,C:\Windows\system32\find.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,190,C:\Windows\system32\cscript.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,191,C:\Windows\System32\SLUI.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,192,C:\Windows\system32\SppExtComObj.exe,19-03-19 13:15,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,193,C:\Windows\system32\net1.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,194,C:\Windows\system32\net.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,195,C:\bginfo\Bginfo.exe,19-03-19 20:51,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,196,C:\Windows\System32\wscript.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,197,C:\Windows\System32\Wbem\WMIC.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,198,C:\Windows\System32\reg.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,199,C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\Application,19-03-19 13:19,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,200,C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\Application,19-03-19 20:55,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,201,"00000009	0001000661470000	000a000027410000	8664	Microsoft.NET.Native.Framework.1.6	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,202,"00000000	0001000661470000	000a000027410000	8664	Microsoft.NET.Native.Framework.1.6	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,203,"00000009	0001000661470000	000a000027410000	8664	Microsoft.NET.Native.Runtime.1.6	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,204,"00000000	0001000661470000	000a000027410000	8664	Microsoft.NET.Native.Runtime.1.6	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,205,"00000009	0001000763bb0000	000a000027410000	8664	Microsoft.NET.Native.Framework.1.7	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,206,"00000000	0001000763bb0000	000a000027410000	8664	Microsoft.NET.Native.Framework.1.7	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,207,"00000009	0001000763bb0000	000a000027410000	8664	Microsoft.NET.Native.Runtime.1.7	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,208,"00000000	0001000763bb0000	000a000027410000	8664	Microsoft.NET.Native.Runtime.1.7	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,209,"00000009	000e000063520000	000a0000273a0000	8664	Microsoft.VCLibs.140.00	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,210,"00000000	000e000063520000	000a0000273a0000	8664	Microsoft.VCLibs.140.00	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,211,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,212,C:\Windows\SysWOW64\cmd.exe,15-09-18 7:29,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,213,"0000000b	000a0000000203e8	000a000045630001	8664	windows.immersivecontrolpanel	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,214,C:\Windows\System32\ie4uinit.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,215,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,216,C:\Windows\System32\unregmp2.exe,15-09-18 9:08,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,217,C:\Windows\System32\cmd.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,218,C:\Windows\system32\runonce.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,219,C:\Windows\system32\ctfmon.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,220,C:\Windows\SysWOW64\regsvr32.exe,15-09-18 7:29,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,221,C:\Windows\system32\regsvr32.exe,15-09-18 7:29,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,222,C:\Windows\System32\CloudExperienceHostBroker.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,223,C:\Windows\System32\RuntimeBroker.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,224,C:\Windows\System32\smartscreen.exe,19-03-19 13:15,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,225,"0000000b	000a000045630001	000a000045630000	8664	Microsoft.Windows.CloudExperienceHost	cw5n1h2txyewy	neutral",,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,226,C:\Windows\SystemApps\Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy\Application,19-03-19 20:55,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,227,C:\Windows\SystemApps\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Application,19-03-19 13:19,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,228,C:\Windows\system32\SearchFilterHost.exe,19-03-19 13:15,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,229,C:\Windows\system32\SearchProtocolHost.exe,19-03-19 13:15,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,230,C:\Windows\Explorer.EXE,19-03-19 13:15,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,231,C:\Windows\system32\userinit.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,232,C:\Windows\system32\MDMAgent.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,233,C:\Windows\system32\sihost.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,234,C:\Windows\system32\LogonUI.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,235,C:\Windows\system32\wermgr.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,236,C:\Windows\system32\dxgiadaptercache.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,237,C:\Windows\system32\compattelrunner.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,238,C:\Windows\system32\devicecensus.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,239,C:\Windows\system32\taskhostw.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,240,C:\Windows\system32\wbem\wmiprvse.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,241,C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.17763.1_none_fa254b2e1f73e660\TiWorker.exe,15-09-18 6:09,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,242,C:\Windows\system32\DllHost.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,243,C:\Windows\system32\utilman.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,244,C:\Windows\system32\mcbuilder.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,245,C:\Windows\system32\oobe\FirstLogonAnim.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,246,C:\Windows\system32\SearchIndexer.exe,19-03-19 13:15,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,247,C:\Windows\system32\oobe\msoobe.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,248,C:\WINDOWS\SYSTEM32\MUIUNATTEND.EXE,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,249,C:\Windows\system32\oobe\oobeldr.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,250,C:\WINDOWS\SYSTEM32\RUNDLL32.EXE,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,251,C:\Windows\system32\provtool.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,252,C:\Windows\SysWOW64\ByteCodeGenerator.exe,15-09-18 7:29,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,253,C:\Windows\system32\ByteCodeGenerator.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,254,"00000009	000a46844ef30000	000a0000428b0000	8664	Microsoft.ZuneVideo	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,255,"00000009	000a46844ef30000	000a0000428b0000	8664	Microsoft.ZuneMusic	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,256,"00000009	000c002c4e210000	000a000042ee0000	8664	Microsoft.XboxIdentityProvider	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,257,"00000009	00010020426d0000	000a00003fab0000	8664	Microsoft.XboxGameOverlay	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,258,"00000009	0029002946510000	000a00003f810000	8664	Microsoft.XboxApp	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,259,"00000009	2e1d03e900310000	000a000042d20000	8664	Microsoft.WindowsStore	8wekyb3d8bbwe	",,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,260,"00000009	000a070d07950000	000a000042ed0000	8664	Microsoft.WindowsSoundRecorder	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,261,"00000009	0005070d05970000	000a000042ed0000	8664	Microsoft.WindowsMaps	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,262,"00000009	0001070d091b0000	000a00003fab0000	8664	Microsoft.WindowsFeedbackHub	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,263,"00000009	0011247253750000	000a00003f3e0000	8664	microsoft.windowscommunicationsapps	8wekyb3d8bbwe	",,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,264,"00000009	07e201a900780000	000a000042ee0000	8664	Microsoft.WindowsCamera	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,265,"00000009	000a070d04b10000	000a000042ed0000	8664	Microsoft.WindowsCalculator	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,266,"00000009	000a070d05510000	000a000042ed0000	8664	Microsoft.WindowsAlarms	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,267,"00000009	07e2468352e20000	000a000042ee0000	8664	Microsoft.Windows.Photos	8wekyb3d8bbwe	",,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,268,"00000009	0001000030350000	000a00003fab0000	8664	Microsoft.WebMediaExtensions	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,269,"00000009	0002000247030000	000a00003fab0000	8664	Microsoft.Wallet	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,270,"00000009	2e1d03e900080000	000a000042d20000	8664	Microsoft.StorePurchaseApp	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,271,"00000009	000e001a005f0000	000a000042ee0000	8664	Microsoft.SkypeApp	kzf8qxf38zg5c	",,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,272,"00000009	000a070e08400000	000a000045170000	8664	Microsoft.ScreenSketch	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,273,"00000009	0003000005f10000	000a000042ee0000	8664	Microsoft.Print3D	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,274,"00000009	000a070d05510000	000a000042ed0000	8664	Microsoft.People	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,275,"00000009	0005070f07c70000	000a000042ee0000	8664	Microsoft.OneConnect	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,276,"00000009	3e8127f44e230000	000a00003f3e0000	8664	Microsoft.Office.OneNote	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,277,"00000009	0004070f2efb0000	000a000042b70000	8664	Microsoft.MSPaint	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,278,"00000009	07d046a104da0000	000a000045180000	8664	Microsoft.MixedReality.Portal	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,279,"00000009	00020000000d0000	000a000042af0000	8664	Microsoft.MicrosoftStickyNotes	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,280,"00000000	0004000114840000	000a000042cd0000	8664	Microsoft.MicrosoftSolitaireCollection	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,281,"00000009	001122d617260000	000a000037b10000	8664	Microsoft.MicrosoftOfficeHub	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,282,"00000009	000407103aa40000	000a000042ef0000	8664	Microsoft.Microsoft3DViewer	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,283,"00000009	0003002b69790000	000a00003ad70000	8664	Microsoft.Messaging	8wekyb3d8bbwe	",,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,284,"00000009	0006000d2d3d0000	000a000042ee0000	8664	Microsoft.Getstarted	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,285,"00000009	000a06aa28c90000	000a00003fab0000	8664	Microsoft.GetHelp	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,286,"00000009	0001000055fb0000	000a000045280000	8664	Microsoft.DesktopAppInstaller	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,287,"00000009	000400192f5f0000	000a000042ee0000	8664	Microsoft.BingWeather	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,288,"00000000	000a070c00020000	000a000028000000	8664	Microsoft.Advertising.Xaml	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,289,"00000009	000a070c00020000	000a000028000000	8664	Microsoft.Advertising.Xaml	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,290,"00000009	000a0000064a0000	000a000028000000	8664	Microsoft.Services.Store.Engagement	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,291,"00000000	000a0000064a0000	000a000028000000	8664	Microsoft.Services.Store.Engagement	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,292,"0000000b	03e8456300010000	000a000000000000	8664	Microsoft.XboxGameCallableUI	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,293,"0000000b	000a000045630001	000a000045630001	8664	Microsoft.Windows.ShellExperienceHost	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,294,"0000000b	000a000045630001	000a000000000000	8664	Microsoft.Windows.SecureAssessmentBrowser	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,295,"0000000b	000a000045630001	000a000045630001	8664	Microsoft.Windows.SecHealthUI	cw5n1h2txyewy	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,296,"0000000b	000a000045630001	000a000045630001	8664	Microsoft.Windows.PeopleExperienceHost	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,297,"0000000b	0001000b00054563	000a000045630000	8664	Microsoft.Windows.Cortana	cw5n1h2txyewy	neutral",,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,298,"0000000b	000a000045630001	000a000000000000	8664	Microsoft.Windows.ContentDeliveryManager	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,299,"0000000b	000a000045630001	000b000000000000	8664	Microsoft.Windows.CloudExperienceHost	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,300,"0000000b	000a000045630001	000a000000000000	8664	Microsoft.PPIProjection	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,301,"0000000b	002c456300010000	000c000000000000	8664	Microsoft.MicrosoftEdge	8wekyb3d8bbwe	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,302,C:\Program Files\Windows Defender\NisSrv.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,303,C:\Program Files\Windows Defender\MpCmdRun.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,304,"0000000b	000a000045630001	000a00003fab0000	8664	Microsoft.BioEnrollment	cw5n1h2txyewy	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,305,"0000000b	000a000045630001	000a000045630001	8664	Microsoft.AccountsControl	cw5n1h2txyewy	",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,306,"0000000b	03e8456300010000	000a0000295b0000	8664	Microsoft.AAD.BrokerPlugin	cw5n1h2txyewy	neutral",,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,307,C:\Windows\system32\DrvInst.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,308,C:\Windows\system32\wlms\wlms.exe,15-09-18 9:09,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,309,C:\Program Files\Windows Defender\MsMpEng.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,310,C:\Windows\System32\spoolsv.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,311,C:\Windows\servicing\TrustedInstaller.exe,15-09-18 6:09,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,312,C:\Windows\System32\Upfc.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,313,C:\Windows\system32\secinit.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,314,C:\Windows\system32\oobe\setup.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,315,C:\Windows\system32\oobe\windeploy.exe,15-09-18 7:28,No,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
1,316,C:\Windows\system32\dwm.exe,15-09-18 7:28,Yes,FALSE,C:\Users\Fatima\Downloads\100-SysInternals\config\SYSTEM
